loan_id,cust_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default
L00229,C00229,Personal,Unsecured,309000,245000,4900.0,44100,196000,21,176399,152823,2019-08-01,2019-08-23,True
L00230,C00230,Personal,Unsecured,301000,245000,4900.0,44100,196000,10,176399,199687,2019-08-02,2019-08-25,False
L00231,C00231,Auto,Secured,10000000,9525000,190500.0,1714500,7620000,29,5000000,4981827,2019-08-02,2019-08-30,False
L00232,C00232,Home,Secured,27976000,26665000,533300.0,4799700,21332000,31,4733854,2308661,2019-08-02,2019-08-28,False
L00233,C00233,Education,Secured,8128000,7337000,146740.0,1320660,5869600,42,3100754,1193689,2019-08-02,2019-08-10,False
L00234,C00234,Home,Secured,2546000,2198000,43960.0,395640,1758400,48,299789,385589,2019-08-02,2019-08-19,False
L00235,C00235,Auto,Secured,1904000,1378000,27560.0,248040,1102400,16,992159,816271,2019-08-02,2019-09-01,False
L00236,C00236,Personal,Unsecured,2170000,1734000,34680.0,312120,1387200,14,1248479,675174,2019-08-02,2019-08-13,False
L00237,C00237,Personal,Unsecured,971000,911000,18220.0,163980,728800,6,414927,434855,2019-08-02,2019-08-21,False
L00238,C00238,Auto,Secured,3973000,3408000,68160.0,613440,2726400,33,1471578,870196,2019-08-02,2019-08-11,False
L00239,C00239,Home,Secured,1964000,1912000,38240.0,344160,1529600,41,317266,200337,2019-08-02,2019-08-31,True
L00240,C00240,Personal,Unsecured,3282000,2925000,58500.0,526500,2340000,12,2105999,1677508,2019-08-02,2019-08-05,False
L00241,C00241,Auto,Secured,9134000,8296000,165920.0,1493280,6636800,25,2502857,2972246,2019-08-02,2019-08-30,False
L00242,C00242,Home,Secured,6477000,5539000,110780.0,997020,4431200,32,1160555,811249,2019-08-02,2019-08-31,False
L00243,C00243,Personal,Unsecured,1175000,1164000,23280.0,209520,931200,13,763780,376719,2019-08-02,2019-08-27,False
L00244,C00244,Education,Secured,382000,328000,6560.0,59040,262400,59,127012,105981,2019-08-02,2019-08-13,False
L00245,C00245,Education,Secured,722000,564000,11280.0,101520,451200,57,179687,123696,2019-08-02,2019-09-01,False
L00246,C00246,Education,Secured,208000,166000,3320.0,29880,132800,17,60535,33406,2019-08-02,2019-08-30,False
L00247,C00247,Home,Secured,7750000,6497000,129940.0,1169460,5197600,38,1260692,1130759,2019-08-02,2019-08-27,False
L00248,C00248,Auto,Secured,2900000,2667000,53340.0,480060,2133600,14,1090072,962256,2019-08-02,2019-08-19,True
L00249,C00249,Education,Secured,4818000,4401000,88020.0,792180,3520800,42,2095728,1435746,2019-08-02,2019-08-11,False
L00250,C00250,Education,Secured,2972000,2609000,52180.0,469620,2087200,48,1043605,1051913,2019-08-02,2019-08-04,False
L00251,C00251,Auto,Secured,786000,768000,15360.0,138240,614400,33,250116,196966,2019-08-02,2019-08-06,False
L00252,C00252,Education,Secured,6405000,6106000,122120.0,1099080,4884800,23,2048732,1889031,2019-08-02,2019-08-28,False
L00253,C00253,Auto,Secured,1179000,1162000,23240.0,209160,929600,20,683609,363814,2019-08-02,2019-08-27,True
L00254,C00254,Personal,Unsecured,1770000,1545000,30900.0,278100,1236000,18,1112399,977869,2019-08-02,2019-08-22,False
L00255,C00255,Auto,Secured,3410000,3367000,67340.0,606060,2693600,30,918092,987971,2019-08-02,2019-08-25,False
L00256,C00256,Education,Secured,1401000,1322000,26440.0,237960,1057600,49,444176,313267,2019-08-02,2019-08-08,False
L00257,C00257,Personal,Unsecured,5000000,4743000,94860.0,853740,3794400,16,3414959,3121835,2019-08-03,2019-08-08,False
L00258,C00258,Personal,Unsecured,2992000,2862000,57240.0,515160,2289600,19,1299702,744591,2019-08-03,2019-08-10,True
L00259,C00259,Personal,Unsecured,3177000,3039000,60780.0,547020,2431200,16,2188079,1520571,2019-08-03,2019-08-31,False
L00260,C00260,Personal,Unsecured,2825000,2760000,55200.0,496800,2208000,19,1987199,1607295,2019-08-03,2019-08-28,False
L00261,C00261,Personal,Unsecured,5000000,4139000,82780.0,745020,3311200,18,2980079,4247483,2019-08-03,2019-08-30,False
L00262,C00262,Home,Secured,2878000,2821000,56420.0,507780,2256800,31,404675,228373,2019-08-03,2019-08-12,False
L00263,C00263,Education,Secured,1828000,1800000,36000.0,324000,1440000,15,387117,275441,2019-08-03,2019-08-27,False
L00264,C00264,Auto,Secured,1280000,1177000,23540.0,211860,941600,16,529981,336588,2019-08-03,2019-08-19,False
L00265,C00265,Education,Secured,2414000,2124000,42480.0,382320,1699200,36,759153,283750,2019-08-03,2019-08-08,False
L00266,C00266,Education,Secured,5399000,5274000,105480.0,949320,4219200,22,1197553,1199434,2019-08-03,2019-08-22,False
L00267,C00267,Home,Secured,11600000,8471000,169420.0,1524780,6776800,34,1915195,917212,2019-08-03,2019-08-29,False
L00268,C00268,Personal,Unsecured,2779000,2176000,43520.0,391680,1740800,21,1566719,764197,2019-08-03,2019-08-11,False
L00269,C00269,Personal,Unsecured,718000,565000,11300.0,101700,452000,9,393795,342775,2019-08-03,2019-08-31,False
L00270,C00270,Education,Secured,5484000,3898000,77960.0,701640,3118400,29,1693192,1479794,2019-08-03,2019-08-13,False
L00271,C00271,Home,Secured,23157000,22567000,451340.0,4062060,18053600,38,5000000,1670267,2019-08-03,2019-08-07,False
L00272,C00272,Home,Secured,4141000,3021000,60420.0,543780,2416800,37,610758,220436,2019-08-03,2019-08-07,False
L00273,C00273,Education,Secured,3636000,3536000,70720.0,636480,2828800,51,1583112,1117380,2019-08-03,2019-09-02,False
L00274,C00274,Auto,Secured,4534000,3516000,70320.0,632880,2812800,27,2313731,1383327,2019-08-03,2019-08-17,False
L00275,C00275,Personal,Unsecured,3292000,2664000,53280.0,479520,2131200,18,1692829,1079811,2019-08-03,2019-08-10,False
L00276,C00276,Personal,Unsecured,2159000,2046000,40920.0,368280,1636800,9,1473119,858391,2019-08-03,2019-08-09,False
L00277,C00277,Personal,Unsecured,191000,158000,3160.0,28440,126400,22,113759,71038,2019-08-03,2019-08-23,False
L00278,C00278,Education,Secured,1702000,1355000,27100.0,243900,1084000,49,572223,276956,2019-08-03,2019-08-25,False
L00279,C00279,Personal,Unsecured,88000,64000,1280.0,11520,51200,15,46079,52567,2019-08-03,2019-09-02,True
L00280,C00280,Auto,Secured,2736000,2477000,49540.0,445860,1981600,13,1234419,755634,2019-08-03,2019-08-04,False
L00281,C00281,Auto,Secured,3245000,3113000,62260.0,560340,2490400,20,1369757,994250,2019-08-03,2019-08-05,False
L00282,C00282,Personal,Unsecured,1213000,874000,17480.0,157320,699200,6,629279,1075741,2019-08-03,2019-08-27,False
L00283,C00283,Personal,Unsecured,2221000,1808000,36160.0,325440,1446400,21,1301759,942595,2019-08-03,2019-08-15,False
L00284,C00284,Home,Secured,27471000,25565000,511300.0,4601700,20452000,39,3282752,2870111,2019-08-04,2019-08-08,False
L00285,C00285,Personal,Unsecured,2349000,1671000,33420.0,300780,1336800,8,1203119,959879,2019-08-04,2019-08-06,False
L00286,C00286,Personal,Unsecured,2842000,2780000,55600.0,500400,2224000,7,1635356,1347542,2019-08-04,2019-08-17,False
L00287,C00287,Education,Secured,507000,386000,7720.0,69480,308800,17,208502,108389,2019-08-04,2019-08-15,True
L00288,C00288,Home,Secured,1968000,1739000,34780.0,313020,1391200,42,440508,191088,2019-08-04,2019-08-09,False
L00289,C00289,Auto,Secured,9913000,8159000,163180.0,1468620,6527200,30,4826911,3009314,2019-08-04,2019-08-22,False
L00290,C00290,Auto,Secured,2856000,2844000,56880.0,511920,2275200,26,894639,834202,2019-08-04,2019-08-23,False
L00291,C00291,Education,Secured,2545000,2430000,48600.0,437400,1944000,16,766380,785560,2019-08-04,2019-08-18,False
L00292,C00292,Home,Secured,13723000,9903000,198060.0,1782540,7922400,26,1994394,1616874,2019-08-04,2019-08-06,False
L00293,C00293,Auto,Secured,5354000,4587000,91740.0,825660,3669600,20,2478158,885674,2019-08-04,2019-08-22,False
L00294,C00294,Personal,Unsecured,2798000,2492000,49840.0,448560,1993600,15,1794239,993941,2019-08-04,2019-08-20,False
L00295,C00295,Auto,Secured,721000,543000,10860.0,97740,434400,34,346659,280362,2019-08-04,2019-09-02,False
L00296,C00296,Home,Secured,3388000,2730000,54600.0,491400,2184000,28,492510,405390,2019-08-04,2019-08-25,False
L00297,C00297,Home,Secured,2357000,2176000,43520.0,391680,1740800,28,431070,208312,2019-08-04,2019-08-29,False
L00298,C00298,Home,Secured,2679000,2054000,41080.0,369720,1643200,42,460500,248452,2019-08-04,2019-08-26,False
L00299,C00299,Auto,Secured,2223000,2070000,41400.0,372600,1656000,32,1171900,1054869,2019-08-04,2019-08-13,False
L00300,C00300,Education,Secured,326000,269000,5380.0,48420,215200,43,117573,71990,2019-08-04,2019-08-20,True
L00301,C00301,Personal,Unsecured,563000,446000,8920.0,80280,356800,6,321119,226998,2019-08-04,2019-08-07,False
L00302,C00302,Home,Secured,5804000,5032000,100640.0,905760,4025600,40,581143,565080,2019-08-04,2019-08-17,False
L00303,C00303,Personal,Unsecured,5000000,4828000,96560.0,869040,3862400,16,3476159,5371624,2019-08-04,2019-08-09,False
L00304,C00304,Auto,Secured,3785000,3456000,69120.0,622080,2764800,15,1654901,792533,2019-08-04,2019-08-13,False
L00305,C00305,Home,Secured,38134000,31318000,626360.0,5637240,25054400,39,5000000,3764901,2019-08-04,2019-08-16,False
L00306,C00306,Personal,Unsecured,3047000,2590000,51800.0,466200,2072000,17,1864799,1417111,2019-08-04,2019-08-18,False
L00307,C00307,Auto,Secured,697000,630000,12600.0,113400,504000,29,399443,231646,2019-08-04,2019-08-21,False
L00308,C00308,Auto,Secured,5615000,5500000,110000.0,990000,4400000,12,1961678,973655,2019-08-04,2019-08-29,False
L00309,C00309,Education,Secured,469000,406000,8120.0,73080,324800,49,156167,91637,2019-08-04,2019-08-07,True
L00310,C00310,Home,Secured,13155000,11979000,239580.0,2156220,9583200,43,2337125,878217,2019-08-04,2019-08-30,False
L00311,C00311,Home,Secured,2533000,1923000,38460.0,346140,1538400,24,345503,182153,2019-08-04,2019-08-15,True
L00312,C00312,Personal,Unsecured,2191000,1719000,34380.0,309420,1375200,12,1237679,1139683,2019-08-05,2019-09-04,False
L00313,C00313,Home,Secured,3724000,2693000,53860.0,484740,2154400,26,875092,482109,2019-08-05,2019-08-07,False
L00314,C00314,Auto,Secured,10000000,9963000,199260.0,1793340,7970400,35,5000000,5116685,2019-08-05,2019-08-31,False
L00315,C00315,Personal,Unsecured,703000,697000,13940.0,125460,557600,23,501839,406787,2019-08-05,2019-08-20,False
L00316,C00316,Auto,Secured,859000,664000,13280.0,119520,531200,13,348085,164519,2019-08-05,2019-08-18,False
L00317,C00317,Education,Secured,2577000,2172000,43440.0,390960,1737600,37,931518,568604,2019-08-05,2019-08-21,True
L00318,C00318,Auto,Secured,3755000,3600000,72000.0,648000,2880000,25,1872701,1541460,2019-08-05,2019-09-03,False
L00319,C00319,Personal,Unsecured,872000,795000,15900.0,143100,636000,18,556513,437782,2019-08-05,2019-08-21,False
L00320,C00320,Home,Secured,2698000,2369000,47380.0,426420,1895200,40,392707,352277,2019-08-05,2019-08-25,False
L00321,C00321,Home,Secured,3387000,2786000,55720.0,501480,2228800,34,497722,306350,2019-08-05,2019-09-04,False
L00322,C00322,Personal,Unsecured,5000000,3691000,73820.0,664380,2952800,11,2657519,2350311,2019-08-05,2019-08-30,False
L00323,C00323,Personal,Unsecured,2552000,1884000,37680.0,339120,1507200,18,1356479,1263343,2019-08-05,2019-08-26,False
L00324,C00324,Personal,Unsecured,77000,56000,1120.0,10080,44800,18,40319,41326,2019-08-05,2019-08-12,False
L00325,C00325,Personal,Unsecured,1337000,1290000,25800.0,232200,1032000,15,653151,718272,2019-08-05,2019-08-12,False
L00326,C00326,Auto,Secured,2197000,1714000,34280.0,308520,1371200,22,805783,441406,2019-08-05,2019-08-31,False
L00327,C00327,Auto,Secured,2799000,2661000,53220.0,478980,2128800,19,1285623,615776,2019-08-05,2019-08-29,False
L00328,C00328,Personal,Unsecured,2681000,2543000,50860.0,457740,2034400,22,1830959,783288,2019-08-05,2019-08-31,False
L00329,C00329,Home,Secured,1162000,828000,16560.0,149040,662400,45,261450,129038,2019-08-05,2019-08-27,False
L00330,C00330,Personal,Unsecured,5000000,4828000,96560.0,869040,3862400,11,3476159,3137258,2019-08-05,2019-08-18,False
L00331,C00331,Auto,Secured,246000,217000,4340.0,39060,173600,27,108775,77498,2019-08-05,2019-08-08,False
L00332,C00332,Education,Secured,471000,397000,7940.0,71460,317600,34,139846,118521,2019-08-05,2019-08-20,True
L00333,C00333,Personal,Unsecured,2078000,1799000,35980.0,323820,1439200,15,1165213,793256,2019-08-05,2019-08-10,False
L00334,C00334,Personal,Unsecured,3006000,2169000,43380.0,390420,1735200,8,1501151,1146061,2019-08-05,2019-08-08,False
L00335,C00335,Personal,Unsecured,547000,413000,8260.0,74340,330400,11,297359,212493,2019-08-05,2019-08-23,False
L00336,C00336,Personal,Unsecured,2770000,2025000,40500.0,364500,1620000,12,1457999,1279989,2019-08-05,2019-08-16,True
L00337,C00337,Personal,Unsecured,1723000,1621000,32420.0,291780,1296800,17,974706,650051,2019-08-05,2019-08-25,False
L00338,C00338,Home,Secured,20578000,18549000,370980.0,3338820,14839200,47,2995716,2522412,2019-08-05,2019-08-11,False
L00339,C00339,Auto,Secured,1623000,1302000,26040.0,234360,1041600,30,937439,394687,2019-08-06,2019-08-15,False
L00340,C00340,Personal,Unsecured,564000,558000,11160.0,100440,446400,8,246592,237330,2019-08-06,2019-08-29,False
L00341,C00341,Auto,Secured,1164000,1135000,22700.0,204300,908000,18,376558,432505,2019-08-06,2019-08-24,False
L00342,C00342,Personal,Unsecured,1136000,834000,16680.0,150120,667200,15,600479,347059,2019-08-06,2019-08-08,False
L00343,C00343,Education,Secured,2016000,1804000,36080.0,324720,1443200,43,736042,362261,2019-08-06,2019-08-28,False
L00344,C00344,Education,Secured,5980000,5547000,110940.0,998460,4437600,48,1656194,1022265,2019-08-06,2019-08-16,False
L00345,C00345,Home,Secured,10223000,10201000,204020.0,1836180,8160800,39,1547477,812250,2019-08-06,2019-08-31,True
L00346,C00346,Personal,Unsecured,268000,251000,5020.0,45180,200800,22,157101,164556,2019-08-06,2019-08-27,False
L00347,C00347,Personal,Unsecured,1680000,1505000,30100.0,270900,1204000,22,651593,611712,2019-08-06,2019-08-11,False
L00348,C00348,Auto,Secured,922000,867000,17340.0,156060,693600,26,261449,183654,2019-08-06,2019-08-21,False
L00349,C00349,Home,Secured,11799000,10100000,202000.0,1818000,8080000,39,1479973,1216495,2019-08-06,2019-08-21,False
L00350,C00350,Personal,Unsecured,1777000,1461000,29220.0,262980,1168800,21,1051919,835995,2019-08-06,2019-09-03,False
L00351,C00351,Education,Secured,1246000,973000,19460.0,175140,778400,22,405258,205492,2019-08-06,2019-09-01,True
L00352,C00352,Personal,Unsecured,1451000,1031000,20620.0,185580,824800,11,742319,584464,2019-08-06,2019-08-17,False
L00353,C00353,Home,Secured,1579000,1283000,25660.0,230940,1026400,44,292053,171468,2019-08-06,2019-08-10,False
L00354,C00354,Home,Secured,10969000,9052000,181040.0,1629360,7241600,32,1956954,1009133,2019-08-06,2019-08-09,False
L00355,C00355,Home,Secured,11755000,9712000,194240.0,1748160,7769600,35,1817257,1872450,2019-08-06,2019-08-16,False
L00356,C00356,Home,Secured,15229000,12702000,254040.0,2286360,10161600,36,2220200,954902,2019-08-06,2019-08-20,True
L00357,C00357,Personal,Unsecured,559000,467000,9340.0,84060,373600,19,325216,221341,2019-08-06,2019-08-27,False
L00358,C00358,Education,Secured,1313000,1219000,24380.0,219420,975200,14,522972,290479,2019-08-06,2019-08-31,False
L00359,C00359,Personal,Unsecured,5000000,4512000,90240.0,812160,3609600,6,3248639,2358216,2019-08-06,2019-08-30,False
L00360,C00360,Home,Secured,4169000,3127000,62540.0,562860,2501600,42,574170,290385,2019-08-06,2019-08-22,True
L00361,C00361,Education,Secured,4323000,4094000,81880.0,736920,3275200,47,1562586,676986,2019-08-06,2019-09-05,False
L00362,C00362,Auto,Secured,1853000,1312000,26240.0,236160,1049600,17,944639,492218,2019-08-06,2019-08-29,False
L00363,C00363,Education,Secured,1707000,1563000,31260.0,281340,1250400,41,561707,448581,2019-08-06,2019-09-05,False
L00364,C00364,Education,Secured,1004000,765000,15300.0,137700,612000,42,401449,119318,2019-08-06,2019-08-30,False
L00365,C00365,Personal,Unsecured,178000,133000,2660.0,23940,106400,19,95759,83938,2019-08-06,2019-08-17,False
L00366,C00366,Personal,Unsecured,411000,329000,6580.0,59220,263200,20,211330,266048,2019-08-06,2019-09-01,False
L00367,C00367,Auto,Secured,1026000,984000,19680.0,177120,787200,14,523115,218951,2019-08-07,2019-08-21,False
L00368,C00368,Auto,Secured,908000,810000,16200.0,145800,648000,12,485261,292172,2019-08-07,2019-08-17,False
L00369,C00369,Home,Secured,9672000,9473000,189460.0,1705140,7578400,32,1730624,831575,2019-08-07,2019-08-25,False
L00370,C00370,Home,Secured,3033000,2210000,44200.0,397800,1768000,44,570720,502602,2019-08-07,2019-08-13,False
L00371,C00371,Personal,Unsecured,325000,300000,6000.0,54000,240000,7,193679,133247,2019-08-07,2019-08-13,False
L00372,C00372,Personal,Unsecured,2118000,2056000,41120.0,370080,1644800,14,1480319,750935,2019-08-07,2019-08-23,False
L00373,C00373,Home,Secured,22929000,21765000,435300.0,3917700,17412000,24,5000000,2318419,2019-08-07,2019-08-24,False
L00374,C00374,Home,Secured,4750000,3435000,68700.0,618300,2748000,39,1148836,542757,2019-08-07,2019-08-20,False
L00375,C00375,Personal,Unsecured,5000000,4012000,80240.0,722160,3209600,8,2888639,3930167,2019-08-07,2019-08-21,True
L00376,C00376,Home,Secured,5181000,4309000,86180.0,775620,3447200,37,749918,556776,2019-08-07,2019-09-04,True
L00377,C00377,Education,Secured,5889000,4606000,92120.0,829080,3684800,24,2573779,1798812,2019-08-07,2019-08-09,False
L00378,C00378,Home,Secured,4151000,3338000,66760.0,600840,2670400,46,669224,574032,2019-08-07,2019-08-11,False
L00379,C00379,Personal,Unsecured,1915000,1882000,37640.0,338760,1505600,16,1355039,976472,2019-08-07,2019-08-19,False
L00380,C00380,Home,Secured,6004000,5809000,116180.0,1045620,4647200,37,858064,461268,2019-08-07,2019-08-10,False
L00381,C00381,Home,Secured,467000,438000,8760.0,78840,350400,26,70196,79852,2019-08-07,2019-08-08,True
L00382,C00382,Auto,Secured,5294000,4704000,94080.0,846720,3763200,34,2189534,1079248,2019-08-07,2019-08-29,False
L00383,C00383,Auto,Secured,6814000,6482000,129640.0,1166760,5185600,27,2028593,1178825,2019-08-07,2019-08-21,False
L00384,C00384,Home,Secured,5014000,4646000,92920.0,836280,3716800,43,767595,379930,2019-08-07,2019-08-25,False
L00385,C00385,Education,Secured,979000,777000,15540.0,139860,621600,49,273333,127712,2019-08-07,2019-08-13,True
L00386,C00386,Education,Secured,1476000,1191000,23820.0,214380,952800,25,561220,379207,2019-08-07,2019-08-30,False
L00387,C00387,Home,Secured,11807000,11231000,224620.0,2021580,8984800,48,1936490,951144,2019-08-07,2019-09-04,True
L00388,C00388,Home,Secured,877000,619000,12380.0,111420,495200,31,220559,108863,2019-08-07,2019-08-24,False
L00389,C00389,Personal,Unsecured,1872000,1783000,35660.0,320940,1426400,8,1283759,792939,2019-08-07,2019-08-24,False
L00390,C00390,Personal,Unsecured,606000,510000,10200.0,91800,408000,14,363554,233855,2019-08-07,2019-08-16,False
L00391,C00391,Auto,Secured,869000,814000,16280.0,146520,651200,21,299325,303858,2019-08-07,2019-08-20,False
L00392,C00392,Auto,Secured,2458000,2201000,44020.0,396180,1760800,12,1485826,468595,2019-08-07,2019-08-19,False
L00393,C00393,Personal,Unsecured,2256000,2131000,42620.0,383580,1704800,15,925018,831351,2019-08-07,2019-09-03,False
